CAMMENU_0EV,0EV
COM_CONTINUE,Continu
COM_CREATED,Créé
COM_ENTRY,Ajouter
COM_EXIT,Sortie
COM_FAST,Rapide
COM_HIGH,Élevé
COM_INTERNALMEMORY,Mémoire interne
COM_LOW,Faible
COM_MED,Modéré
COM_MIN,min
COM_MOVIEREC,ENR
COM_MOVIESTBY,Veille
COM_MS,Memory Stick
COM_MS_AND_INTERNALMEMORY,Memory Stick ＋ Mémoire interne
COM_NOOFFILES,Nbr fich
COM_NORMAL,Normal
COM_OFF,Désact
COM_OK,OK
COM_ON,Act
COM_PREVIEW,Aperçu
COM_REMAIN,Prises restantes
COM_SAVE,Sauvegarder
COM_SLOW,Lent
COM_STANDARD,Standard
COM_STANDARD2,Standard
COM_START,Début
COM_USBMODE,Mode USB
COM_VOLUME,VOL.
COU_640FINE,640(Fine) non disponible
COU_640FINE_2,
COU_AUDIOPLUGIN,Pour la sortie audio, connecter
COU_AUDIOPLUGIN_2,une fiche audio
COU_BATTERY_HEATED,Surchauffe de l'appareil
COU_BATTERY_HEATED_2,Laissez-le refroidir
COU_BATTERY_INFOLITHIUM,Pour batterie "InfoLITHIUM"
COU_BATTERY_INFOLITHIUM_2,seulement
COU_BATTERY_INVALID,N'utilisez qu'une
COU_BATTERY_INVALID_2,batterie compatible
COU_BGM_ERROR,Erreur musique
COU_BGM_ERROR_2,
COU_BGM_FORMATERROR,Erreur de format de musique
COU_BGM_FORMATERROR_2,
COU_BURST_INVALID,Fonction rafale invalide
COU_BURST_INVALID_2,
COU_CANNOTACCESS_MS,Accès à Memory Stick impos
COU_CANNOTACCESS_MS_2,Accès refusé
COU_CANNOTCREATE_FOLDERS,Imposs créer nouv doss
COU_CANNOTCREATE_FOLDERS_2,
COU_DATA_ERROR,Erreur du fichier de gestion
COU_DATA_ERROR_2,des images
COU_ERROR10,Erreur10
COU_ERROR20,Erreur20
COU_ERROR30,Erreur30
COU_ERROR40,Erreur40
COU_ERROR50,Erreur50
COU_EXCEEDED_LIMIT,Nb max. d'images sélectionné
COU_EXCEEDED_LIMIT_2,
COU_FILEERROR,Erreur de fichier
COU_FILEERROR_2,
COU_FILEPROTECT,Protection de fichier
COU_FILEPROTECT_2,
COU_FLASHSETTING_INVALID,Les réglages du flash ne
COU_FLASHSETTING_INVALID_2,sont pas modifiables.
COU_FOLDER_ERROR,Erreur de dossier
COU_FOLDER_ERROR_2,
COU_FORMATERROR_INTERNALMEMORY,Erreur de formatage de la
COU_FORMATERROR_INTERNALMEMORY_2,mémoire interne
COU_FORMATERROR_MS,Erreur de formatage du
COU_FORMATERROR_MS_2,Memory Stick
COU_IMAGESIZEOVER,Dépassement taille imag
COU_IMAGESIZEOVER_2,
COU_INKERROR,Erreur encre
COU_INKERROR_2,
COU_INVALID_FILE,Fichier non valide
COU_INVALID_FILE_2,
COU_INVALID_FOLDER,Lecture impossible avec la
COU_INVALID_FOLDER_2,vue par dossier
COU_INVALID_MS,Impossible sauvegarder fichier de
COU_INVALID_MS_2,gestion imgs sur ce Memory Stick
COU_INVALID_OPERATION,Opération invalide
COU_INVALID_OPERATION_HDOUT,Opération impossible pendant
COU_INVALID_OPERATION_HDOUT_2,sortie HD(1080i)
COU_INVALID_OPERATION_MOVIEFILE,Opération impossible à effectuer
COU_INVALID_OPERATION_MOVIEFILE_2,pour fichiers films
COU_INVALID_OPERATION_NGFILE,Opération impossible à effectuer
COU_INVALID_OPERATION_NGFILE_2,dans fichiers non pris en charge
COU_INVALID_OPERATION_PICTBRIDGE,Opération impossible pendant
COU_INVALID_OPERATION_PICTBRIDGE_2,connexion PictBridge
COU_INVALID_OPERATION_REMOTE,Opération impossible avec
COU_INVALID_OPERATION_REMOTE_2,la télécommande
COU_INVALID_OPERATION_TVOUT,Opération impossible pendant
COU_INVALID_OPERATION_TVOUT_2,sortie TV
COU_LENSCAPOFF,Retirez le bouchon d'objectif et
COU_LENSCAPOFF_2,éteignez, puis rallumez l'appareil.
COU_LENSCOVER_OPEN,Retirez le bouchon d'objectif pour
COU_LENSCOVER_OPEN_2,la prise de vue
COU_LOWINK,Encre basse
COU_LOWINK_2,
COU_MACRO_INVALID,Macro non valide
COU_MACRO_INVALID_2,
COU_MEDIAERROR_INTERNALMEMORY,Erreur mémoire interne
COU_MEDIAERROR_INTERNALMEMORY_2,
COU_METERING_INVALID,Opérations du mode de mesure
COU_METERING_INVALID_2,impossible
COU_MSR_NOTUSEFUNCTION,Fonction non compatible
COU_MSR_NOTUSEFUNCTION_2,avec ce Memory Stick
COU_MS_ERROR,Réinsérez le Memory Stick
COU_MS_ERROR_2,
COU_MS_LOCKED,Memory Stick verrouillé
COU_MS_LOCKED_2,
COU_MS_TYPEERROR,Erreur type Memory Stick
COU_MS_TYPEERROR_2,
COU_NOBATTERY,Batterie insuffisante
COU_NOIMAGE,Pas d'image
COU_NOIMAGE_2,
COU_NOIMAGE_PLAY,Qlqs imgs n'ont pas été transférées
COU_NOIMAGE_PLAY_2,Format non reconnaissable.
COU_NOINK,Encre épuisée
COU_NOINK_2,
COU_NOMS,Pas de Memory Stick
COU_NOMS_2,
COU_NOPAPER,Pas de papier
COU_NOPAPER_2,
COU_NOSOFTWAREFILE,Pas de fichier de logiciel
COU_NOSOFTWAREFILE_2,
COU_NOSPACE_INTERNALMEMORY,Pas d’espace libre dans
COU_NOSPACE_INTERNALMEMORY_2,la mémoire interne
COU_NOSPACE_MS,Pas d'espace mémoire sur
COU_NOSPACE_MS_2,Memory Stick
COU_NOT_SELECTED_FAV,Pas de Préférés
COU_NOT_SELECTED_FAV_2,sélectionnés
COU_NOT_SELECTED_IMAGES,Pas d'img sélectio.
COU_NOT_SELECTED_IMAGES_2,
COU_NOT_SELECTED_SHARE,Pas de Marque de partage
COU_NOT_SELECTED_SHARE_2,sélectionnée
COU_PAPERERROR,Erreur papier
COU_PAPERERROR_2,
COU_PASSLOCK_CODE_MISS,Code de réinitialisation erroné
COU_PASSLOCK_CODE_MISS_2,
COU_PASSLOCK_PASS_MISS,Mot de passe erroné
COU_PASSLOCK_PASS_MISS_2,
COU_POWEROFFON,Éteignez, puis rallumez
COU_POWEROFFON_2,
COU_PRINTERBUSY,Imprimante occupée
COU_PRINTERBUSY_2,
COU_PRINTERERROR,Erreur imprimante
COU_PRINTERERROR_2,
COU_READONLYMEMORY,Mémoire en lecture seule
COU_READONLYMEMORY_2,
COU_READONLY_FOLDER,Dossier lecture seule
COU_READONLY_FOLDER_2,
COU_REDEYE_DETECTED,Yeux rouges non détectés
COU_REDEYE_DETECTED_2,
COU_SCRNTOUCH_INVALID,L'écran tactile est désactivé ici
COU_SCRNTOUCH_INVALID_2,
COU_SELFTIMER_INVALID,Retardateur désactivé
COU_SELFTIMER_INVALID_2,
COU_SMILESHUTTER_AUTOONLY,Détection de sourire disponible
COU_SMILESHUTTER_AUTOONLY_2,qu'avec Mode ENR sur "Auto"
COU_SYSTEMERROR,Erreur système
COU_SYSTEMERROR_2,
COU_TARGET_DETECTED,Impossible de détecter
COU_TARGET_DETECTED_2,le visage à retoucher
COU_TARGET_NOIMAGE,Absence d'images fixes
COU_TARGET_NOIMAGE_2,
COU_ZOOM_INVALID,Zoom désactivé
COU_ZOOM_INVALID_2,
DUMMY,
GUIDE_BUTTON,Effleurer la touche à utiliser
GUIDE_CENTER,Effleurer le point pour centrer
GUIDE_CHANGEFOCUS,Changer m-a-p par effleurement
GUIDE_CHOOSEFOCUS,Choisir m-a-p par effleurement
GUIDE_DEMO_BACKLIGHT,Contre-éclairage détecté
GUIDE_DEMO_BACKLIGHTPORTRAIT,Contre-éclairage et gens détectés
GUIDE_DEMO_LANDSCAPE,Paysage détecté
GUIDE_DEMO_MACRO,Sujet très proche détecté
GUIDE_DEMO_PORTRAIT,Gens détectés
GUIDE_DEMO_TRIPOD,Crépuscule et trépied détectés
GUIDE_DEMO_TWILIGHT,Crépuscule détecté
GUIDE_DEMO_TWILIGHTPORTRAIT,Crépuscule et gens détectés
GUIDE_EFFECTLEVEL,Choisir le niveau de l'effet
GUIDE_EXIT_TOUCH,Se ferme si vous effleurez LCD
GUIDE_LIGHTBEAM_LEVEL,Choisir niveau rayon lumineux
GUIDE_RANGE,Choisir la portée de l'effet
GUIDE_RESIZE,Redimensionnement terminé
GUIDE_RETOUCH_COMPLETE,Retouche terminée
