CAMMENU_0EV,0EV
COM_NORMAL,Normaal
COM_OFF,Uit
COM_OK,OK
COM_ON,Aan
COM_PREVIEW,Voorbeeld
COM_REMAIN,Resterende opn.
COM_SAVE,Opslaan
COM_SLOW,Langzm.
COM_STANDARD,Standaard
COM_STANDARD2,Standaard
COM_START,Start
COM_USBMODE,USB-functie
COM_VOLUME,VOL.
COU_640FINE,640(Fijn) is niet beschikbaar
COU_640FINE_2,
COU_AUDIOPLUGIN,Sluit voor geluidsuitvoer een
COU_AUDIOPLUGIN_2,audiostekker aan
COU_BATTERY_HEATED,De camera is oververhit
COU_BATTERY_HEATED_2,Laat de camera eerst afkoelen
COU_BATTERY_INFOLITHIUM,Alleen voor "InfoLITHIUM"
COU_BATTERY_INFOLITHIUM_2,accu
COU_BATTERY_INVALID,Gebruik uitsluitend een
COU_BATTERY_INVALID_2,geschikte batterij
COU_BGM_ERROR,Muziekfout
COU_BGM_ERROR_2,
COU_BGM_FORMATERROR,Muziekgeheugen-formatteringsfout
COU_BGM_FORMATERROR_2,
COU_BURST_INVALID,Burstfunctie kan niet worden
COU_BURST_INVALID_2,gebruikt
COU_CANNOTACCESS_MS,Geen toegang Memory Stick
COU_CANNOTACCESS_MS_2,Toegang geweigerd
COU_CANNOTCREATE_FOLDERS,Kan geen mappen meer maken
COU_CANNOTCREATE_FOLDERS_2,
COU_DATA_ERROR,Fout van beeldbeheerbestand
COU_DATA_ERROR_2,
COU_ERROR10,Fout10
COU_ERROR20,Fout20
COU_ERROR30,Fout30
COU_ERROR40,Fout40
COU_ERROR50,Fout50
COU_EXCEEDED_LIMIT,Maximumaantal beelden
COU_EXCEEDED_LIMIT_2,geselecteerd
COU_FILEERROR,Bestandsfout
COU_FILEERROR_2,
COU_FILEPROTECT,Bestandsbeveiliging
COU_FILEPROTECT_2,
COU_FLASHSETTING_INVALID,De flitserfunctie kan niet
COU_FLASHSETTING_INVALID_2,worden veranderd
COU_FOLDER_ERROR,Mapfout
COU_FOLDER_ERROR_2,
COU_FORMATERROR_INTERNALMEMORY,Fout bij formatteren intern
COU_FORMATERROR_INTERNALMEMORY_2,geheugen
COU_FORMATERROR_MS,Fout bij formatteren
COU_FORMATERROR_MS_2,Memory Stick
COU_IMAGESIZEOVER,Te groot beeldformaat
COU_IMAGESIZEOVER_2,
COU_INKERROR,Inktfout
COU_INKERROR_2,
COU_INVALID_FILE,Ongeldig bestand
COU_INVALID_FILE_2,
COU_INVALID_FOLDER,Bediening is niet beschikbaar in de
COU_INVALID_FOLDER_2,mapweergave
COU_INVALID_MS,Kan het beeldbeheerbestand niet
COU_INVALID_MS_2,opslaan op deze Memory Stick
COU_INVALID_OPERATION,Ongeldige bediening
COU_INVALID_OPERATION_HDOUT,Bediening kan niet worden uitge-
