CAMMENU_0EV,0EV
COM_MOVIESTBY,Standby
COM_MS,Memory Stick
COM_MS_AND_INTERNALMEMORY,Memory Stick ＋ Internminne
COM_NOOFFILES,Ant. Filer
COM_NORMAL,Normal
COM_OFF,Av
COM_OK,OK
COM_ON,På
COM_PREVIEW,Forhåndsvisn.
COM_REMAIN,Ant. gjenv. bilder
COM_SAVE,Lagre
COM_SLOW,Sakte
COM_STANDARD,Standard
COM_STANDARD2,Standard
COM_START,Start
COM_USBMODE,USB-modus
COM_VOLUME,VOL.
COU_640FINE,640 (fin) ikke tilgjengelig
COU_640FINE_2,
COU_AUDIOPLUGIN,For å få lyd må du koble til en
COU_AUDIOPLUGIN_2,audioplugg
COU_BATTERY_HEATED,Kameraet overopphetes
COU_BATTERY_HEATED_2,La det kjølne
COU_BATTERY_INFOLITHIUM,Kun for
COU_BATTERY_INFOLITHIUM_2,"InfoLITHIUM"- batteri
COU_BATTERY_INVALID,Må bare brukes med
COU_BATTERY_INVALID_2,kompatibelt batteri
COU_BGM_ERROR,Musikkfeil
COU_BGM_ERROR_2,
COU_BGM_FORMATERROR,Feil ved musikkformatering
COU_BGM_FORMATERROR_2,
COU_BURST_INVALID,Serie er ugyldig
COU_BURST_INVALID_2,
COU_CANNOTACCESS_MS,Ingen tilgang Memory Stick
COU_CANNOTACCESS_MS_2,Tilgang avvist
COU_CANNOTCREATE_FOLDERS,Kan ikke opprette flere mapper
COU_CANNOTCREATE_FOLDERS_2,
COU_DATA_ERROR,Feil i bildeadministrasjonsfil
COU_DATA_ERROR_2,
COU_ERROR10,Feil10
COU_ERROR20,Feil20
COU_ERROR30,Feil30
COU_ERROR40,Feil40
COU_ERROR50,Feil50
COU_EXCEEDED_LIMIT,Maks. ant. bilder valgt
COU_EXCEEDED_LIMIT_2,
COU_FILEERROR,Filfeil
COU_FILEERROR_2,
COU_FILEPROTECT,Beskytt fil
COU_FILEPROTECT_2,
COU_FLASHSETTING_INVALID,Blitsinnstillingene kan ikke endres
COU_FLASHSETTING_INVALID_2,
COU_FOLDER_ERROR,Mappefeil
COU_FOLDER_ERROR_2,
