CAMMENU_0EV,0EV
COM_BACK,Ritorno
COM_CANCEL,Annulla
COM_CLEAR,Rimuovi
COM_CLEARALL,Canc. Tutto
COM_CONTINUE,Continua
COM_CREATED,Creato
COM_ENTRY,Aggiungi
COM_EXIT,Uscita
COM_FAST,Rapida
COM_HIGH,Alto
COM_INTERNALMEMORY,Memoria interna
COM_LOW,Basso
COM_MED,Medio
COM_MIN,min
COM_MOVIEREC,REGIST.
COM_MOVIESTBY,Attesa
COM_MS,Memory Stick
COM_MS_AND_INTERNALMEMORY,Memory Stick ＋ Memoria interna
COM_NOOFFILES,No. di file
COM_NORMAL,Normale
COM_OFF,Spento
COM_OK,OK
COM_ON,Acceso
COM_PREVIEW,Anteprima
COM_REMAIN,Riprese rimanenti
COM_SAVE,Salvare
COM_SLOW,Lenta
COM_STANDARD,Standard
COM_STANDARD2,Standard
COM_START,Avvio
COM_USBMODE,Modo USB
COM_VOLUME,VOL.
COU_640FINE,640(Fine) non disponibile
COU_640FINE_2,
COU_AUDIOPLUGIN,Per l'uscita audio, collegare una
COU_AUDIOPLUGIN_2,spina audio
COU_BATTERY_HEATED,Surriscaldamento della fotocamera
COU_BATTERY_HEATED_2,Consenti il suo raffreddamento
COU_BATTERY_INFOLITHIUM,Soltanto per batteria "InfoLITHIUM"
COU_BATTERY_INFOLITHIUM_2,
COU_BATTERY_INVALID,Utilizzare soltanto
COU_BATTERY_INVALID_2,batterie compatibili
COU_BGM_ERROR,Errore musica
COU_BGM_ERROR_2,
COU_BGM_FORMATERROR,Errore formattazione per musica
COU_BGM_FORMATERROR_2,
COU_BURST_INVALID,Il modo a raffica non è valido
COU_BURST_INVALID_2,
COU_CANNOTACCESS_MS,Impossibile accedere al
COU_CANNOTACCESS_MS_2,Memory Stick Accesso negato
COU_CANNOTCREATE_FOLDERS,Imp. creare cart. nuove
COU_CANNOTCREATE_FOLDERS_2,
COU_DATA_ERROR,Errore del file di gestione
COU_DATA_ERROR_2,dell'immagine
COU_ERROR10,Errore 10
COU_ERROR20,Errore 20
COU_ERROR30,Errore 30
COU_ERROR40,Errore 40
COU_ERROR50,Errore 50
COU_EXCEEDED_LIMIT,No. massimo di immagini
COU_EXCEEDED_LIMIT_2,già selezionate
COU_FILEERROR,Errore file
COU_FILEERROR_2,
COU_FILEPROTECT,Protezione file
COU_FILEPROTECT_2,
COU_FLASHSETTING_INVALID,Impostaz. flash non possono
COU_FLASHSETTING_INVALID_2,essere cambiate
COU_FOLDER_ERROR,Errore cartella
COU_FOLDER_ERROR_2,
COU_FORMATERROR_INTERNALMEMORY,Errore formattazione di
COU_FORMATERROR_INTERNALMEMORY_2,memoria interna
COU_FORMATERROR_MS,Errore formattazione di
COU_FORMATERROR_MS_2,Memory Stick
