CAMMENU_0EV,0EV
CAMMODE_WATER,Vedenalainen
CAMMODE_WATER_GUIDE,Kuvaa veden alla luonnollisin
CAMMODE_WATER_GUIDE_2,värein koteloa käyttäen
CLOCKMENU_APR,HUH
CLOCKMENU_AUG,ELO
CLOCKMENU_DEC,JOU
CLOCKMENU_DMY,P-KK-V
CLOCKMENU_FEB,HEL
CLOCKMENU_JAN,TAM
CLOCKMENU_JUL,HEI
CLOCKMENU_JUN,KES
CLOCKMENU_MAR,MAA
CLOCKMENU_MAY,TOU
CLOCKMENU_MDY,KK-P-V
CLOCKMENU_NOV,MAR
CLOCKMENU_OCT,LOK
CLOCKMENU_SEP,SYY
CLOCKMENU_UNKNOWN,---
CLOCKMENU_YMD,V-KK-P
COM_AUTO,Auto
COM_BACK,Takaisin
COM_CANCEL,Peruuta
COM_CLEAR,Poista
COM_CLEARALL,Poista kaikki
COM_CONTINUE,Jatka
COM_CREATED,Luotu
COM_ENTRY,Lisää
COM_EXIT,Poistu
COM_FAST,Nopea
COM_HIGH,Suuri
COM_INTERNALMEMORY,Sisäinen muisti
COM_LOW,Pieni
COM_MED,Keskisuuri
COM_MIN,min
COM_MOVIEREC,KUVAA
COM_MOVIESTBY,Valmis
COM_MS,Memory Stick
COM_MS_AND_INTERNALMEMORY,Memory Stick ＋ Sisäinen muisti
COM_NOOFFILES,Tiedostoja
COM_NORMAL,Normaali
COM_OFF,Pois
COM_OK,OK
COM_ON,Päällä
COM_PREVIEW,Esikatselu
COM_REMAIN,Kuvia jäljellä
COM_SAVE,Tallenna
COM_SLOW,Hidas
COM_STANDARD,Vakio
COM_STANDARD2,Vakio
COM_START,Käynn
COM_USBMODE,USB-tila
COM_VOLUME,VOL.
COU_640FINE,640(hieno) ei ole saatavilla
COU_640FINE_2,
COU_AUDIOPLUGIN,Liitä audioliitin
COU_AUDIOPLUGIN_2,ääntä varten
COU_BATTERY_HEATED,Kamera ylikuumentunut
COU_BATTERY_HEATED_2,Anna sen jäähtyä
COU_BATTERY_INFOLITHIUM,Vain "InfoLITHIUM"-akku
COU_BATTERY_INFOLITHIUM_2,
COU_BATTERY_INVALID,Saa käyttää vain yht. -
COU_BATTERY_INVALID_2,sopivan akun kanssa
COU_BGM_ERROR,Musiikkivirhe
COU_BGM_ERROR_2,
COU_BGM_FORMATERROR,Musiikkimuistin alustusvirhe
COU_BGM_FORMATERROR_2,
COU_BURST_INVALID,Purkausta ei voi käyttää
COU_BURST_INVALID_2,
COU_CANNOTACCESS_MS,Memory Stick -korttia ei
COU_CANNOTACCESS_MS_2,voi käyttää. Käyttö estetty
COU_CANNOTCREATE_FOLDERS,Ei voi luoda lisää kansioita
COU_CANNOTCREATE_FOLDERS_2,
COU_DATA_ERROR,Kuvanhallinnan tiedostovirhe
COU_DATA_ERROR_2,
COU_ERROR10,Virhe10
COU_ERROR20,Virhe20
COU_ERROR30,Virhe30
COU_ERROR40,Virhe40
COU_ERROR50,Virhe50
COU_EXCEEDED_LIMIT,Kuvia valittu maks. määr
COU_EXCEEDED_LIMIT_2,
