[dut.csv]
ID_STR_O_SI_TEXT_SELECTED_IMAGE_CANCEL,"選択を解除します"
ID_STR_O_SI_TEXT_SELECT_PUBLIC_MEDIA,"公開方法を選択してください"
ID_STR_O_SI_TEXT_TOUCH_SHARE_IMAGE,"公開する画像を選択してください"
ID_STR_O_SI_TITLE_SHAREDIMAGETOP,"他機器から見る"
ID_STR_O_SS_BUTTON_10SEC,"標準"
ID_STR_O_SS_BUTTON_30SEC,"遅い"
ID_STR_O_SS_BUTTON_5SEC,"速い"
ID_STR_O_SS_BUTTON_CONNECTION_TEST,"接続テスト"
ID_STR_O_SS_BUTTON_LAST_CONNECTION,"前回接続機器"
ID_STR_O_SS_BUTTON_PLAY_IMAGE,"再生画像"
ID_STR_O_SS_BUTTON_PLAY_TIME,"間隔設定"
ID_STR_O_SS_BUTTON_REPEAT,"リピート"
ID_STR_O_SS_BUTTON_RESEARCH,"再検索"
ID_STR_O_SS_BUTTON_SELECT_ALBUM,"イベント内"
ID_STR_O_SS_BUTTON_SELECT_ALL,"全て"
ID_STR_O_SS_BUTTON_SELECT_FOLDER,"フォルダ内"
ID_STR_O_SS_BUTTON_SELECT_MY_FAVORITE,"お気に入り内"
ID_STR_O_SS_BUTTON_SELECT_SHAREMARK,"シェアマーク内"
ID_STR_O_SS_GUIDE_DETAILE_INFORMATION,"選択された機器の\n詳細情報を表示します"
ID_STR_O_SS_GUIDE_EXIT_SLIDESHOW,"他機器への画像送信を終了します"
ID_STR_O_SS_GUIDE_SLIDESHOW_PLAY,"画像を接続機器へ自動送信します"
ID_STR_O_SS_SUBMENU_DETAILE_INFORMATION0,"詳細情報表示"
ID_STR_O_SS_SUBMENU_EXIT_SLIDESHOW01,"終了"
ID_STR_O_SS_SUBMENU_EXIT_SLIDESHOW02,"終了"
ID_STR_O_SS_SUBMENU_SLIDESHOW_PLAY01,"スライドショー"
ID_STR_O_SS_SUBMENU_SLIDESHOW_PLAY02,"スライドショー"
ID_STR_O_SS_TEXT_CONNECT_FAILURE,"接続できません"
ID_STR_O_SS_TEXT_DENY_FROM_RENDERER,"選択機器の設定により接続できません"
ID_STR_O_SS_TEXT_DETAILE_INFORMATION,"機器情報表示"
ID_STR_O_SS_TEXT_DETAILE_INFORMATION_SELECT,"表示したい機器を選択してください"
ID_STR_O_SS_TEXT_DISCONNECT_FROM_RENDERER,"切断されました"
ID_STR_O_SS_TEXT_EXIT_AND_RETURN_TO_HOME,"他機器への画像送信を終了して\nHOMEへ戻ります"
ID_STR_O_SS_TEXT_EXIT_SLIDESHOW,"他機器への画像送信を終了します"
ID_STR_O_SS_TEXT_ID_STR_O_SS_TEXT_SHOWING_TO_RENDERER,"接続した機器へ表示中"
ID_STR_O_SS_TEXT_IMAGE_SENDING,"送信中"
ID_STR_O_SS_TEXT_IPADDRESS,"IPアドレス"
ID_STR_O_SS_TEXT_LAST_CONNECTION_NOT_FOUND,"前回接続した機器が見つかりません"
ID_STR_O_SS_TEXT_LAST_CONNECTION_SERARCHING,"検索中"
ID_STR_O_SS_TEXT_MACADDRESS,"MACアドレス"
ID_STR_O_SS_TEXT_NICKNAME,"ニックネーム"
ID_STR_O_SS_TEXT_NOTREADY_RENDERER,"選択機器は画像を表示する\n準備ができていません"
ID_STR_O_SS_TEXT_NOT_USE_MOVIE_FILE,"動画ファイルでは\nこの操作を実行できません"
ID_STR_O_SS_TEXT_NOT_USE_PPPOE,"他機器への画像送信では\nPPPoE接続を使用できません"
ID_STR_O_SS_TEXT_NO_IMAGE,"画像がありません"
ID_STR_O_SS_TEXT_NO_LAST_CONNECTION_INFORMATION,"前回選択機器情報がありません"
ID_STR_O_SS_TEXT_RENDERER_CONNECTION_TIMEOUT,"通信がタイムアウトになりました"
ID_STR_O_SS_TEXT_RENDERER_NOSUPPORT_SLIDESHOW,"スライドショーに対応していません"
ID_STR_O_SS_TEXT_RENDERER_NOT_FOUND,"接続可能な機器が見つかりません"
ID_STR_O_SS_TEXT_RENDERER_SERARCH,"機器検索"
ID_STR_O_SS_TEXT_RENDERER_SERARCHING,"機器検索中"
ID_STR_O_SS_TEXT_RESPONSE_INCORRECT,"応答が不正です"
ID_STR_O_SS_TEXT_SEND_IMAGE_SELECT,"送信する画像を選択してください"
ID_STR_O_SS_TEXT_SEND_TEST_IMAGE,"テスト画像を送信します"
ID_STR_O_SS_TEXT_SOCKET_ERROR,"送信中にエラーが発生しました"
ID_STR_O_SS_TEXT_TEST_IMAGE_SENDING,"テスト画像送信中"
ID_STR_O_SS_TEXT_TOUCH_FIRST_IMAGE,"スライドショー開始画像をタッチ"
ID_STR_O_SS_TITLE_CONNECTION_TEST,"接続テスト"
ID_STR_O_SS_TITLE_DETAILE_INFORMATION,"機器情報表示"
ID_STR_O_SS_TITLE_PLAY_IMAGE,"再生画像"
ID_STR_O_SS_TITLE_PLAY_TIME,"間隔設定"
ID_STR_O_SS_TITLE_REPEAT,"リピート"
ID_STR_O_SS_TITLE_SLIDESHOWTOP,"他機器へ送る"
ID_STR_O_SS_TITLE_SLIDESHOW_PLAY,"スライドショー"
ID_STR_PBMENU_FOLDERALL_ENTRY,"フォルダ内全て登録"
[kor.csv]
ID_STR_O_BR_BUTTON_BROWSER_INFORMATION,"웹 브라우저 정보"
ID_STR_O_BR_BUTTON_CACERT,"인증 기관 (CA) 인증서"
ID_STR_O_BR_BUTTON_CACHE,"캐시"
ID_STR_O_BR_BUTTON_CACHE_ALL_DELETE,"캐시 내 전부 삭제"
ID_STR_O_BR_BUTTON_CHARSET,"문자코드"
ID_STR_O_BR_BUTTON_CHARSET_BIG5,"중국어 번체 (Big5)"
ID_STR_O_BR_BUTTON_CHARSET_EUC_JP,"일본어 (EUC-JP)"
ID_STR_O_BR_BUTTON_CHARSET_EUC_KR,"한국어 (EUC-KR)"
ID_STR_O_BR_BUTTON_CHARSET_GB18030,"중국어 간체 (GB18030)"
ID_STR_O_BR_BUTTON_CHARSET_ISO2022JP,"일본어 (ISO-2002-JP)"
ID_STR_O_BR_BUTTON_CHARSET_ISO_8859_1,"서양어 (ISO-8859-1)"
ID_STR_O_BR_BUTTON_CHARSET_SJIS,"일본어 (Shift-JIS)"
ID_STR_O_BR_BUTTON_CHARSET_UTF8,"유니코드 (UTF-8)"
ID_STR_O_BR_BUTTON_COOKIE,"쿠키"
ID_STR_O_BR_BUTTON_COOKIE_ALL_DELETE,"쿠키 전부 삭제"
ID_STR_O_BR_BUTTON_DETAILE_INFORMATION,"상세 표시 설정"
ID_STR_O_BR_BUTTON_DOWN,"아래로"
ID_STR_O_BR_BUTTON_HOMEPAGE,"홈페이지"
ID_STR_O_BR_BUTTON_HTTPS_PORT,"HTTPS 포트"
ID_STR_O_BR_BUTTON_HTTP_PORT,"HTTP 포트"
ID_STR_O_BR_BUTTON_JUSTFIT,"Just-Fit Rendering"
ID_STR_O_BR_BUTTON_LARGE,"대"
ID_STR_O_BR_BUTTON_LARGEST,"최대 문자 크기"
ID_STR_O_BR_BUTTON_LAYOUTMODE,"표시 모드 설정"
ID_STR_O_BR_BUTTON_MIDDLE,"표준"
ID_STR_O_BR_BUTTON_NORMAL,"표준"
ID_STR_O_BR_BUTTON_OFFLINE,"오프라인"
ID_STR_O_BR_BUTTON_PROXY_DEPEND_ON_NWSETTING,"각 연결 설정 사용"
ID_STR_O_BR_BUTTON_PROXY_SERVER,"프록시 서버"
ID_STR_O_BR_BUTTON_PROXY_SETTING,"프록시"
ID_STR_O_BR_BUTTON_ROOTCERT,"루트 인증서"
ID_STR_O_BR_BUTTON_SECURUTY,"보안"
ID_STR_O_BR_BUTTON_SMALL,"소"
ID_STR_O_BR_BUTTON_SMALLEST,"최소 문자 크기"
ID_STR_O_BR_BUTTON_SMARTFIT,"Smart-Fit Rendering"
ID_STR_O_BR_BUTTON_TEXTSIZE,"문자 크기"
ID_STR_O_BR_BUTTON_TOP,"위로"
ID_STR_O_BR_GUIDE_BROWSER_INFORMATION,"웹 브라우저 정보 표시"
ID_STR_O_BR_GUIDE_BUTTON_OK,"OK"
ID_STR_O_BR_GUIDE_CACHE,"캐시를 조절합니다"
ID_STR_O_BR_GUIDE_CHARSET,"문자 코드를 선택합니다"
ID_STR_O_BR_GUIDE_COOKIE,"쿠키를 설정합니다"
ID_STR_O_BR_GUIDE_DETAILE_INFORMATION,"표시 상세를 설정합니다"
ID_STR_O_BR_GUIDE_HOMEPAGE,"홈페이지 설정을 지정합니다"
ID_STR_O_BR_GUIDE_LAYOUTMODE,"표시 모드를 변경합니다"
ID_STR_O_BR_GUIDE_PROXY_SETTING,"프록시를 설정합니다"
ID_STR_O_BR_GUIDE_SECURUTY,"보안을 설정합니다"
ID_STR_O_BR_GUIDE_TEXTSIZE,"문자 크기를 설정합니다"
ID_STR_O_BR_MENU_CERTINVALIDATE,"사용하지 않음"
ID_STR_O_BR_MENU_CERTVALIDATE,"사용함"
ID_STR_O_BR_MENU_CLOSE_TAB,"이 탭을 닫음"
ID_STR_O_BR_MENU_NEW_TAB,"새 탭을 엶"
ID_STR_O_BR_MENU_OPEN_TO_NEW_TAB,"새 탭에서 페이지를 엶"
ID_STR_O_BR_MENU_TITLE_VIEW,"타이틀 표시"
ID_STR_O_BR_MENU_URL_VIEW,"주소 표시"
ID_STR_O_BR_SELECT_TAB,"이 탭을 엽니다"
ID_STR_O_BR_TEXT_ALL_DELEATE,"전체 삭제"
ID_STR_O_BR_TEXT_ANIMETION,"애니메이션"
ID_STR_O_BR_TEXT_AUTHENTICATION_KEEP_DATA,"ID/패스워드를 저장합니다"
ID_STR_O_BR_TEXT_AUTHENTICATION_PASSWORD,"패스워드"
ID_STR_O_BR_TEXT_AUTHENTICATION_USERID,"ID"
ID_STR_O_BR_TEXT_BOOKMARK_ADD,"이 페이지를 북마크에 등록합니다"
ID_STR_O_BR_TEXT_BOOKMARK_ADDR_OR_TITLE,"북마크에 등록할 수 없습니다\n\n타이틀 또는 주소가 부정확합니다"
ID_STR_O_BR_TEXT_BOOKMARK_ALREADY_REGISTERED,"북마크에 등록할 수 없습니다\n\n동일한 주소가 존재합니다"
ID_STR_O_BR_TEXT_BOOKMARK_DEFAULT_TITLE,"타이틀이 없습니다"
ID_STR_O_BR_TEXT_BOOKMARK_EDIT,"북마크 편집"
ID_STR_O_BR_TEXT_BOOKMARK_GENERIC_ERROR,"북마크에 등록할 수 없습니다\n\n불분명한 에러가 발생했습니다"
ID_STR_O_BR_TEXT_BOOKMARK_NOT_REGISTERED,"등록된 북마크가 없습니다"
ID_STR_O_BR_TEXT_BOOKMARK_TOO_LONG_TITLE,"타이틀이 너무 깁니다\n\n지정된 길이까지만 보존합니다"
ID_STR_O_BR_TEXT_BOOKMARK_TOO_LONG_URL,"북마크에 등록할 수 없습니다\n\n주소가 너무 깁니다"
ID_STR_O_BR_TEXT_BROWSERERROR_BADURL,"사용할 수 없는 주소입니다\n\n입력한 주소를 확인하십시오"
ID_STR_O_BR_TEXT_BROWSERERROR_MIXEDSECURETYPE,"보안 및 비보안 페이지가 혼재합니다"
ID_STR_O_BR_TEXT_BROWSERERROR_TOTAL_SIZEOVER,"페이지 크기가 너무 큽니다\n\n바르게 표시되지 않을 수 있습니다"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_ISSUER,"발행원"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_RDN_C,"국가명 (C)"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_RDN_CN,"일반명 (CN)"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_RDN_O,"조직명 (O)"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_RDN_OU,"조직 단위명 (OU)"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_SERIAL_NUMBER,"제조 번호"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_SUBJECT,"발행 대상"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_VALIDITY_END,"유효 기간"
ID_STR_O_BR_TEXT_CHANGE_HOMEPAGE,"새 홈페이지"
ID_STR_O_BR_TEXT_CONTENTERROR_AUTH_FORMAT,"페이지를 표시할 수 없습니다\n\n서버 인증에 실패했습니다"
ID_STR_O_BR_TEXT_CONTENTERROR_AUTH_NOHEADER,"페이지를 표시할 수 없습니다\n\n서버 인증에 실패했습니다"
ID_STR_O_BR_TEXT_CONTENTERROR_AUTH_UNKNOWN,"페이지를 표시할 수 없습니다\n\n서버 인증에 실패했습니다"
ID_STR_O_BR_TEXT_CONTENTERROR_BADMIMETYPE,"불명확한 에러가 발생했습니다\n\n지원되지 않는 페이지입니다"
ID_STR_O_BR_TEXT_CONTENTERROR_DNS_INVAL,"사용할 수 없는 DNS입니다\n\n네트워크 연결 설정을 확인하십시오"
ID_STR_O_BR_TEXT_CONTENTERROR_DNS_NOSERVER,"DNS가 설정되어 있지 않습니다\n\n네트워크 연결 설정을 확인하십시오"
ID_STR_O_BR_TEXT_CONTENTERROR_DNS_NOTFOUND,"DNS가 설정되어 있지 않습니다\n\n네트워크 연결 설정을 확인하십시오"
ID_STR_O_BR_TEXT_CONTENTERROR_DNS_TIMEOUT,"DNS 타임아웃\n\n네트워크 연결 설정을 확인하십시오"
ID_STR_O_BR_TEXT_CONTENTERROR_FILE_OPEN,"이 파일은 열 수 없습니다"
ID_STR_O_BR_TEXT_CONTENTERROR_FILE_READ,"이 파일은 열 수 없습니다"
ID_STR_O_BR_TEXT_CONTENTERROR_GENERIC,"불명확한 에러가 발생했습니다"
ID_STR_O_BR_TEXT_CONTENTERROR_NO_CONTENT,"페이지를 표시할 수 없습니다\n\n네트워크 연결/주소를 확인하십시오"
ID_STR_O_BR_TEXT_CONTENTERROR_REDIRECT_CANCELED,"파일 읽기를 중지했습니다"
ID_STR_O_BR_TEXT_CONTENTERROR_REDIRECT_FORMAT,"페이지를 표시할 수 없습니다\n\n리다이렉트 에러"
ID_STR_O_BR_TEXT_CONTENTERROR_REQ_BODY_SIZEOVER,"페이지를 표시할 수 없습니다\n\n송신할 데이터의 크기가 너무 큽니다"
ID_STR_O_BR_TEXT_CONTENTERROR_REQ_HEADER_SIZEOVER,"페이지를 표시할 수 없습니다\n\n송신할 데이터의 크기가 너무 큽니다"
ID_STR_O_BR_TEXT_CONTENTERROR_REQ_TIMEOUT,"서버에의 연결이 타임아웃되었습니다\n\n잠시 후에 다시 시도하여 주십시오"
ID_STR_O_BR_TEXT_CONTENTERROR_REQ_TOOMANYCONTINUE,"페이지를 표시할 수 없습니다\n\n다른 페이지가 바르게 표시될 때는\n서버에 문제가 있을 수 있습니다"
ID_STR_O_BR_TEXT_CONTENTERROR_RSP_HEADER_SIZEOVER,"페이지를 표시할 수 없습니다\n\n수신할 데이터의 크기가 너무 큽니다"
ID_STR_O_BR_TEXT_CONTENTERROR_RSP_TIMEOUT,"서버에의 연결이 타임아웃되었습니다\n\n잠시 후에 다시 시도하여 주십시오"
ID_STR_O_BR_TEXT_CONTENTERROR_SIZEOVER,"페이지를 표시할 수 없습니다\n\n페이지 크기가 너무 큽니다"
ID_STR_O_BR_TEXT_CONTENTERROR_SSL_CONNECT,"SSL 연결 에러입니다\n\n네트워크 연결 설정을 확인하십시오"
ID_STR_O_BR_TEXT_CONTENTERROR_SSL_HANDSHAKE,"SSL 핸드쉐이크 에러입니다\n\n네트워크 연결 설정을 확인하십시오"
ID_STR_O_BR_TEXT_CONTENTERROR_SSL_READ,"SSL 읽기 에러입니다\n\n네트워크 연결 설정을 확인하십시오"
ID_STR_O_BR_TEXT_CONTENTERROR_SSL_WRITE,"SSL 쓰기 에러입니다\n\n네트워크 연결 설정을 확인하십시오"
ID_STR_O_BR_TEXT_CONTENTERROR_TCP_CONNECT,"TCP 연결 에러입니다\n\n네트워크 연결 설정을 확인하십시오"
ID_STR_O_BR_TEXT_CONTENTERROR_TCP_OPEN,"TCP 열기 에러입니다\n\n네트워크 연결 설정을 확인하십시오"
ID_STR_O_BR_TEXT_CONTENTERROR_TCP_READ,"TCP 읽기 에러입니다\n\n네트워크 연결 설정을 확인하십시오"
ID_STR_O_BR_TEXT_CONTENTERROR_TCP_WRITE,"TCP 쓰기 에러입니다\n\n네트워크 연결 설정을 확인하십시오"
ID_STR_O_BR_TEXT_CONTENTERROR_TLS_INTOLERANT,"페이지를 표시할 수 없습니다\n\n서버 인증에 실패했습니다"
ID_STR_O_BR_TEXT_CONTENTERROR_TOOMANYAUTH,"페이지를 표시할 수 없습니다\n\n서버 인증에 실패했습니다"
ID_STR_O_BR_TEXT_CONTENTERROR_TOOMANYREDIRECT,"페이지를 표시할 수 없습니다\n\n리다이렉트 회수 초과"
ID_STR_O_BR_TEXT_CONTENTERROR_UNKNOWN,"불명확한 에러가 발생했습니다\n\n바르게 표시되지 않을 수 있습니다"
ID_STR_O_BR_TEXT_COOKIE_ACCEPT,"쿠키 수신"
ID_STR_O_BR_TEXT_COOKIE_ACCEPT_CONFIRM,"쿠키를 수신합니다"
ID_STR_O_BR_TEXT_COOKIE_NOTIFY,"수신 전에 확인"
ID_STR_O_BR_TEXT_CSS,"CSS"
ID_STR_O_BR_TEXT_CURRENT_SETTING,"현재 설정"
ID_STR_O_BR_TEXT_DELEATE,"삭제"
ID_STR_O_BR_TEXT_DELETEALL_COMPLETE,"전체 삭제"
ID_STR_O_BR_TEXT_EXIT_AND_RETURN_TO_HOME,"웹 브라우저를 닫고 HOME으로 복귀"
ID_STR_O_BR_TEXT_EXIT_BROWSER,"웹 브라우저를 종료합니다"
ID_STR_O_BR_TEXT_FILESELECT_MARK_DETACHI,"이미지 선택을 해제합니다"
ID_STR_O_BR_TEXT_HOMEPAGE_INVALID_STR_O_URL,"홈페이지로 설정할 수 없습니다\n\n주소를 확인하십시오"
ID_STR_O_BR_TEXT_HOMEPAGE_OPEN_ERROR,"홈페이지를 표시할 수 없습니다"
ID_STR_O_BR_TEXT_ID_STR_O_NW_TEXT_USE_PROXY_HTTP11,"프록시 연결에 HTTP1.1 사용"
ID_STR_O_BR_TEXT_IMAGE,"이미지"
ID_STR_O_BR_TEXT_IN_SECUREZONE,"이 페이지는 보호되어 있습니다\n데이터는 암호화되어 전송됩니다"
ID_STR_O_BR_TEXT_JAVASCRIPT,"자바 스크립트"
ID_STR_O_BR_TEXT_KINSOKU,"Japanese word-wrap"
ID_STR_O_BR_TEXT_LINK_IS_MAILTO,"페이지를 바르게 표시할 수 없습니다\n\n지원되지 않는 페이지입니다"
ID_STR_O_BR_TEXT_MEMORYCRISIS_FORCECOMEBACK,"메모리가 다 찼습니다\n\n이미지를 바르게 표시할 수 없습니다"
ID_STR_O_BR_TEXT_NETWORK_INITIALIZATION,"네트워크 설정을 리셋합니다"
ID_STR_O_BR_TEXT_NOUPLOAD_MOVIE_FILE,"이 동영상은 업로드할 수 없습니다"
ID_STR_O_BR_TEXT_NO_HISTORY,"이력이 없습니다"
ID_STR_O_BR_TEXT_OUT_SECUREZONE,"이 페이지는 보호되어 있지 않습니다\n데이터는 암호화 없이 전송됩니다"
ID_STR_O_BR_TEXT_PAGETITLE,"타이틀"
ID_STR_O_BR_TEXT_PAGE_SEARCH,""
ID_STR_O_BR_TEXT_POPUP,"팝업"
ID_STR_O_BR_TEXT_PORTALPAGE_DEFAULT_TITLE,"포털 사이트"
ID_STR_O_BR_TEXT_POST_CONFIRM,"페이지를 표시하려면\n데이터를 재송신해야 합니다\n데이터를 재송신합니다"
ID_STR_O_BR_TEXT_RAPIDRENDER,"Rapid-Render"
ID_STR_O_BR_TEXT_SECUREZONE,"암호화/비암호화 페이지 이동 시에\n확인을 수행합니다"
ID_STR_O_BR_TEXT_SELECTED_UPLOAD_FILE_CANCEL,"업로드 선택을 전부 해제합니다"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_EXPIRED,"페이지 안전성을 확인할 수 없습니다\n\n서버인증서의 유효기간이 지났습니다"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_INVALID_STR_O,"페이지 안전성을 확인할 수 없습니다\n\n서버인증서의 인증에 사용한\n루트 CA 인증서가 무효입니다"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_INVALID_STR_O_CN,"페이지 안전성을 확인할 수 없습니다\n\n서버인증서의 이름이 호스트 이름과\n일치하지 않습니다"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_NOISSURE,"페이지 안전성을 확인할 수 없습니다\n\n서버가 인증서를 지원하지 않습니다"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_ROOT_EXPIRED,"페이지 안전성을 확인할 수 없습니다\n\n루트 CA 인증서의 유효기간이\n지났습니다"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_SESSION_FAILED,"페이지 안전성을 확인할 수 없습니다\n\n서버 인증에 에러가 발생했습니다"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_VERIFY,"페이지 안전성을 확인할 수 없습니다\n\n서버인증서 서명 검증할 수 없습니다"
ID_STR_O_BR_TEXT_SSL20,"SSL 2.0"
ID_STR_O_BR_TEXT_SSL30,"SSL 3.0"
ID_STR_O_BR_TEXT_SSL_VERSION,"SSL 버전"
ID_STR_O_BR_TEXT_TABLE,"테이블"
ID_STR_O_BR_TEXT_TEXTSEARCH_EMPTY_TEXT,"키워드를 입력하십시오"
ID_STR_O_BR_TEXT_TEXTSEARCH_END,"검색이 완료되었습니다"
ID_STR_O_BR_TEXT_TLS10,"TLS 1.0"
ID_STR_O_BR_TEXT_UPLOADING,"업로드 중…"
ID_STR_O_BR_TEXT_UPLOAD_FILE_CHANGE,"이미지를 다시 선택하십시오"
ID_STR_O_BR_TEXT_UPLOAD_FILE_SELECT,"업로드할 이미지를 선택하십시오"
ID_STR_O_BR_TEXT_URL,"주소"
ID_STR_O_BR_TEXT_USE_CACHE,"캐시 사용"
ID_STR_O_BR_TEXT_WORDWRAP,"워드랩"
ID_STR_O_BR_TITLE_BOOKMARKLIST,"북마크 리스트"
ID_STR_O_BR_TITLE_BROWSERSETTING,"웹 브라우저 설정"
ID_STR_O_BR_TITLE_BROWSERTOP,"이미지 업로드/웹 열람"
ID_STR_O_BR_TITLE_BROWSER_UPLOAD,"업로드"
ID_STR_O_BR_TITLE_CACERT,"CA 인증서"
ID_STR_O_BR_TITLE_CACHE,"캐시"
ID_STR_O_BR_TITLE_CHANGE_TAB,"탭 전환"
ID_STR_O_BR_TITLE_CHARSET,"문자 코드"
ID_STR_O_BR_TITLE_COOKIE,"Cookie"
ID_STR_O_BR_TITLE_DETAILE_INFORMATION,"상세정보표시"
ID_STR_O_BR_TITLE_HISTORY_LIST,"이력"
ID_STR_O_BR_TITLE_HOMEPAGE,"홈페이지"
ID_STR_O_BR_TITLE_LAYOUTMODE,"웹 브라우저 표시 모드"
ID_STR_O_BR_TITLE_PROXY_SETTING,"프록시"
ID_STR_O_BR_TITLE_ROOTCERT,"루트 인증서"
ID_STR_O_BR_TITLE_SECURUTY,"보안"
ID_STR_O_BR_TITLE_TEXTSIZE,"문자 크기"
ID_STR_O_BR_TITLE_URLHISTORY,"이력 리스트"
ID_STR_O_DLNA_CDS_PHOTOALLALBUMS,"앨범"
ID_STR_O_DLNA_CDS_PHOTOALLDATETIME,"날짜"
ID_STR_O_DLNA_CDS_PHOTOALLITEMS,"전체"
ID_STR_O_DLNA_DATE_APR,"APR"
ID_STR_O_DLNA_DATE_AUG,"AUG"
ID_STR_O_DLNA_DATE_DEC,"DEC"
ID_STR_O_DLNA_DATE_FEB,"FEB"
ID_STR_O_DLNA_DATE_JAN,"JAN"
ID_STR_O_DLNA_DATE_JUL,"JUL"
ID_STR_O_DLNA_DATE_JUN,"JUN"
ID_STR_O_DLNA_DATE_MAR,"MAR"
ID_STR_O_DLNA_DATE_MAY,"MAY"
ID_STR_O_DLNA_DATE_NOV,"NOV"
ID_STR_O_DLNA_DATE_OCT,"OCT"
ID_STR_O_DLNA_DATE_SEP,"SEP"
ID_STR_O_GENERIC_BUTTON_ALBUM,"이벤트 뷰"
ID_STR_O_GENERIC_BUTTON_AP_SELECT,"연결 액세스 포인트"
ID_STR_O_GENERIC_BUTTON_CANCEL,"취소"
ID_STR_O_GENERIC_BUTTON_CONNECT,"연결"
ID_STR_O_GENERIC_BUTTON_EXECUTION,"확인"
ID_STR_O_GENERIC_BUTTON_EXIT,"종료"
ID_STR_O_GENERIC_BUTTON_FOLDER,"폴더 보기"
ID_STR_O_GENERIC_BUTTON_MY_FAVORITE,"즐겨찾기"
ID_STR_O_GENERIC_BUTTON_NEWCREATE,"신규 작성"
ID_STR_O_GENERIC_BUTTON_NEWENTRY,"신규 등록"
ID_STR_O_GENERIC_BUTTON_NOT_USE,"사용하지 않음"
ID_STR_O_GENERIC_BUTTON_OFF,"오프"
ID_STR_O_GENERIC_BUTTON_OK,"OK"
ID_STR_O_GENERIC_BUTTON_ON,"온"
ID_STR_O_GENERIC_BUTTON_RECONNECT,"재연결"
ID_STR_O_GENERIC_BUTTON_SHAREMARK,"공유 마크"
ID_STR_O_GENERIC_BUTTON_START,"시작"
ID_STR_O_GENERIC_BUTTON_USE,"사용함"
ID_STR_O_GENERIC_CONNECTION_CANCEL,"네트워크에 연결할 수 없습니다\n\n잠시 후에 다시 선택하십시오"
ID_STR_O_GENERIC_MENU_ALL_DELEATE,"전체 삭제"
ID_STR_O_GENERIC_MENU_CLOSE,"메뉴 닫기"
ID_STR_O_GENERIC_MENU_DELEATE,"삭제"
ID_STR_O_GENERIC_MENU_EDIT,"편집"
ID_STR_O_GENERIC_MENU_OPEN,"열기"
ID_STR_O_GENERIC_MENU_SELECT,"선택"
ID_STR_O_GENERIC_MENU_VIEW,"표시"
ID_STR_O_GENERIC_TEXT_AP_CONNECT,"연결 중…"
ID_STR_O_GENERIC_TEXT_AP_DISCONNECT,"재연결 중…"
ID_STR_O_GENERIC_TEXT_CONNECTION_ERROR,"연결할 수 없습니다"
ID_STR_O_GENERIC_TEXT_DB_ERROR,"이미지 관리 파일 에러"
ID_STR_O_GENERIC_TEXT_FILESELECT_ERROR,"불명확한 에러가 발생했습니다"
ID_STR_O_GENERIC_TEXT_FILE_ERROR,"파일 에러"
ID_STR_O_GENERIC_TEXT_FOLDER,"폴더 선택"
ID_STR_O_GENERIC_TEXT_GENERICERROR,"불명확한 에러가 발생했습니다"
ID_STR_O_GENERIC_TEXT_INTMEM_ACCESS_ERROR,"내장 메모리 에러"
ID_STR_O_GENERIC_TEXT_INTMEM_MOUNT,"내장 메모리에 액세스 중…\n\n잠시 후에 다시 선택하십시오"
ID_STR_O_GENERIC_TEXT_INTMEM_NOFORMAT_ERROR,"내장 메모리 포맷 에러"
ID_STR_O_GENERIC_TEXT_MEMORYCRISIS,"시스템 메모리 용량이 부족합니다"
ID_STR_O_GENERIC_TEXT_MS_ACCESS_ERROR,"Memory Stick에 액세스 할 수\n없습니다"
ID_STR_O_GENERIC_TEXT_MS_DETECT_ERROR,"Memory Stick을 다시 넣어주십시오"
ID_STR_O_GENERIC_TEXT_MS_INSERT,"Memory Stick이 삽입되었습니다"
ID_STR_O_GENERIC_TEXT_MS_MOUNT,"Memory Stick에 액세스 중…\n\n잠시 후에 다시 선택하십시오"
ID_STR_O_GENERIC_TEXT_MS_NOFORMAT_ERROR,"Memory Stick이 바르게\n포맷되어 있지 않습니다"
ID_STR_O_GENERIC_TEXT_MS_NOSUPPORT_ERROR,"Memory Stick 타입 에러"
ID_STR_O_GENERIC_TEXT_MS_REMOVED,"Memory Stick이 제거 되었습니다"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE,"즐겨찾기"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE01,"즐겨찾기 1"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE02,"즐겨찾기 2"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE03,"즐겨찾기 3"
